abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
['Torrent', 'Damp'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;70;5120;70;310;45;50;1059860;4;50;Mudkip;881;258;50;50;40;water;;76;3;0
['Torrent', 'Damp'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;85;5120;70;405;45;70;1059860;7;70;Marshtomp;881;259;60;70;50;water;ground;280;3;0
['Torrent', 'Damp'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;150;5120;70;635;45;110;1059860;15;100;Swampert;881;260;95;110;70;water;ground;819;3;0
['Run Away', 'Quick Feet', 'Rattled'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;55;3840;70;220;255;35;1000000;5;35;Poochyena;50;261;30;30;35;dark;;136;3;0
['Intimidate', 'Quick Feet', 'Moxie'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;90;3840;70;420;127;70;1000000;10;70;Mightyena;50;262;60;60;70;dark;;370;3;0
['Pickup', 'Gluttony', 'Quick Feet'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;30;3840;70;240;255;41;1000000;4;38;Zigzagoon;50;263;30;41;60;normal;;175;3;0
['Pickup', 'Gluttony', 'Quick Feet'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;3840;70;420;90;61;1000000;5;78;Linoone;50;264;50;61;100;normal;;325;3;0
['Shield Dust', 'Run Away'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;45;3840;70;195;255;35;1000000;3;45;Wurmple;50;265;20;30;20;bug;;36;3;0
['Shed Skin'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;35;3840;70;205;120;55;1000000;6;50;Silcoon;50;266;25;25;15;bug;;100;3;0
['Swarm', 'Rivalry'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;70;3840;70;395;45;50;1000000;10;60;Beautifly;50;267;100;50;65;bug;flying;284;3;0
['Shed Skin'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;35;3840;70;205;120;55;1000000;7;50;Cascoon;50;268;25;25;15;bug;;115;3;0
['Shield Dust', 'Compoundeyes'];5;1;1;1;5;25;2;2;1;25;1;1;1;5;2;2;1;1;50;3840;70;385;45;70;1000000;12;60;Dustox;50;269;50;90;65;bug;poison;316;3;0
['Swift Swim', 'Rain Dish', 'Own Tempo'];2;1;1;1;1;1;1;2;1;1;5;1;1;2;1;1;5;25;30;3840;70;220;255;30;1059860;5;40;Lotad;50;270;40;50;30;water;grass;26;3;0
['Swift Swim', 'Rain Dish', 'Own Tempo'];2;1;1;1;1;1;1;2;1;1;5;1;1;2;1;1;5;25;50;3840;70;340;120;50;1059860;12;60;Lombre;50;271;60;70;50;water;grass;325;3;0
['Swift Swim', 'Rain Dish', 'Own Tempo'];2;1;1;1;1;1;1;2;1;1;5;1;1;2;1;1;5;25;70;3840;70;480;45;70;1059860;15;80;Ludicolo;50;272;90;100;70;water;grass;550;3;0
['Chlorophyll', 'Early Bird', 'Pickpocket'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;40;3840;70;220;255;50;1059860;5;40;Seedot;50;273;30;30;30;grass;;40;3;0
['Chlorophyll', 'Early Bird', 'Pickpocket'];4;5;1;5;2;2;2;2;5;5;5;2;1;2;0;1;1;5;70;3840;70;340;120;40;1059860;10;70;Nuzleaf;50;274;60;40;60;grass;dark;280;3;0
['Chlorophyll', 'Early Bird', 'Pickpocket'];4;5;1;5;2;2;2;2;5;5;5;2;1;2;0;1;1;5;100;3840;70;480;45;60;1059860;13;90;Shiftry;50;275;90;60;80;grass;dark;596;3;0
['Guts', 'Scrappy'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;55;3840;70;270;200;30;1059860;3;40;Taillow;50;276;30;30;85;normal;flying;23;3;0
['Guts', 'Scrappy'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;85;3840;70;455;45;60;1059860;7;60;Swellow;50;277;75;50;125;normal;flying;198;3;0
['Keen Eye', 'Hydration', 'Rain Dish'];5;1;1;4;1;5;5;1;1;1;0;1;1;1;1;2;5;5;30;5120;70;270;190;30;1000000;6;40;Wingull;50;278;55;30;85;water;flying;95;3;0
['Keen Eye', 'Drizzle', 'Rain Dish'];5;1;1;4;1;5;5;1;1;1;0;1;1;1;1;2;5;5;50;5120;70;440;45;100;1000000;12;60;Pelipper;50;279;95;70;65;water;flying;280;3;0
['Synchronize', 'Trace', 'Telepathy'];1;1;0;1;1;25;1;1;2;1;1;1;1;2;5;1;2;1;25;5120;35;198;235;25;1250000;4;28;Ralts;50;280;45;35;40;psychic;fairy;66;3;0
['Synchronize', 'Trace', 'Telepathy'];1;1;0;1;1;25;1;1;2;1;1;1;1;2;5;1;2;1;35;5120;35;278;120;35;1250000;8;38;Kirlia;50;281;65;55;50;psychic;fairy;202;3;0
['Synchronize', 'Trace', 'Telepathy'];1;1;0;1;1;25;1;1;2;1;1;1;1;2;5;1;2;1;85;5120;35;618;45;65;1250000;16;68;Gardevoir;50;282;165;135;100;psychic;fairy;484;3;0
['Swift Swim', 'Rain Dish'];1;1;1;2;1;5;1;2;1;1;5;5;1;1;1;2;5;5;30;3840;70;269;200;32;1000000;5;40;Surskit;50;283;50;52;65;bug;water;17;3;0
['Intimidate', 'Unnerve'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;60;3840;70;454;75;62;1000000;8;70;Masquerain;50;284;100;82;80;bug;flying;36;3;0
['Effect Spore', 'Poison Heal', 'Quick Feet'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;40;3840;70;295;255;60;1640000;4;60;Shroomish;50;285;40;60;35;grass;;45;3;0
['Effect Spore', 'Poison Heal', 'Technician'];1;5;1;5;2;1;2;4;1;5;5;2;1;2;2;5;1;5;130;3840;70;460;90;80;1640000;12;60;Breloom;50;286;60;60;70;grass;fighting;392;3;0
['Truant'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;280;255;60;1250000;8;60;Slakoth;50;287;35;35;30;normal;;240;3;0
['Vital Spirit'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;3840;70;440;120;80;1250000;14;80;Vigoroth;50;288;55;55;90;normal;;465;3;0
['Truant'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;160;3840;70;670;45;100;1250000;20;150;Slaking;50;289;95;65;100;normal;;1305;3;0
['Compoundeyes', 'Run Away'];1;1;1;0;1;5;2;2;1;1;5;2;1;5;1;1;1;2;45;3840;70;266;255;90;600000;5;31;Nincada;50;290;30;30;40;bug;ground;55;3;0
['Speed Boost', 'Infiltrator'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;90;3840;70;456;120;45;600000;8;61;Ninjask;50;291;50;50;160;bug;flying;120;3;0
['Wonder Guard'];5;2;1;1;1;0;2;2;2;5;5;1;0;5;1;2;1;1;90;3840;70;236;45;45;600000;8;1;Shedinja;;292;30;30;40;bug;ghost;12;3;0
['Soundproof', 'Rattled'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;51;5120;70;240;190;23;1059860;6;64;Whismur;50;293;51;23;28;normal;;163;3;0
['Soundproof', 'Scrappy'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;71;5120;70;360;120;43;1059860;10;84;Loudred;50;294;71;43;48;normal;;405;3;0
['Soundproof', 'Scrappy'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;91;5120;70;490;45;63;1059860;15;104;Exploud;50;295;91;73;68;normal;;840;3;0
['Thick Fat', 'Guts', 'Sheer Force'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;60;5120;70;237;180;30;1640000;10;72;Makuhita;754;296;20;30;25;fighting;;864;3;0
['Thick Fat', 'Guts', 'Sheer Force'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;120;5120;70;474;200;60;1640000;23;144;Hariyama;754;297;40;60;50;fighting;;2538;3;0
['Thick Fat', 'Huge Power', 'Sap Sipper'];5;5;0;1;1;1;1;1;0;1;1;1;1;2;1;1;2;1;20;2560;70;190;150;40;800000;2;50;Azurill;246;298;20;40;20;normal;fairy;20;3;0
['Sturdy', 'Magnet Pull', 'Sand Force'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;45;5120;70;375;255;135;1000000;10;30;Nosepass;50;299;45;90;30;rock;;970;3;0
['Cute Charm', 'Normalize', 'Wonder Skin '];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;45;3840;70;260;255;45;800000;6;50;Skitty;246;300;35;35;50;normal;;110;3;0
['Cute Charm', 'Normalize', 'Wonder Skin '];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;65;3840;70;400;60;65;800000;11;70;Delcatty;246;301;55;55;90;normal;;326;3;0
['Keen Eye', 'Stall', 'Prankster'];1;1;1;1;2;0;1;1;1;1;1;1;0;5;0;1;1;1;85;6400;35;480;45;125;1059860;5;50;Sableye;50;302;85;115;20;dark;ghost;110;3;0
['Hyper Cutter', 'Intimidate', 'Sheer Force'];25;5;0;1;5;1;2;5;1;5;2;5;5;0;5;5;1;1;105;5120;70;480;45;125;800000;6;50;Mawile;50;303;55;95;50;steel;fairy;115;3;0
['Sturdy', 'Rock Head', 'Heavy Metal'];5;1;5;1;5;4;1;25;1;1;4;5;25;0;5;5;1;2;70;8960;35;330;180;100;1250000;4;50;Aron;50;304;40;40;30;steel;rock;600;3;0
['Sturdy', 'Rock Head', 'Heavy Metal'];5;1;5;1;5;4;1;25;1;1;4;5;25;0;5;5;1;2;90;8960;35;430;90;140;1250000;9;60;Lairon;50;305;50;50;40;steel;rock;1200;3;0
['Sturdy', 'Rock Head', 'Heavy Metal'];5;1;5;1;5;4;1;25;1;1;4;5;25;0;5;5;1;2;140;8960;35;630;45;230;1250000;21;70;Aggron;50;306;60;80;50;steel;rock;3600;3;0
['Pure Power', 'Telepathy'];1;1;1;1;2;5;1;2;2;1;1;1;1;1;1;5;1;1;40;5120;70;280;180;55;1000000;6;30;Meditite;50;307;40;55;60;fighting;psychic;112;3;0
['Pure Power', 'Telepathy'];1;1;1;1;2;5;1;2;2;1;1;1;1;1;1;5;1;1;100;5120;70;510;90;85;1000000;13;60;Medicham;50;308;80;85;100;fighting;psychic;315;3;0
['Static', 'Lightningrod', 'Minus'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;45;5120;70;295;120;40;1250000;6;40;Electrike;50;309;65;40;65;electric;;152;3;0
['Static', 'Lightningrod', 'Minus'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;75;5120;70;575;45;80;1250000;15;70;Manectric;50;310;135;80;135;electric;;402;3;0
['Plus', 'Lightningrod'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;50;5120;70;405;200;40;1000000;4;60;Plusle;50;311;85;75;95;electric;;42;3;0
['Minus', 'Volt Absorb'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;40;5120;70;405;200;50;1000000;4;60;Minun;50;312;75;85;95;electric;;42;3;0
['Illuminate', 'Swarm', 'Prankster'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;73;3840;70;430;150;75;600000;7;65;Volbeat;100;313;47;85;85;bug;;177;3;0
['Oblivious', 'Tinted Lens', 'Prankster'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;47;3840;70;430;150;75;1640000;6;65;Illumise;0;314;73;85;85;bug;;177;3;0
['Natural Cure', 'Poison Point', 'Leaf Guard'];1;1;1;5;5;5;2;2;1;25;1;2;1;1;2;1;1;5;60;5120;70;400;150;45;1059860;3;50;Roselia;50;315;100;80;65;grass;poison;20;3;0
['Liquid Ooze', 'Sticky Hold', 'Gluttony'];5;1;1;1;5;5;1;1;1;5;2;1;1;5;2;1;1;1;43;5120;70;302;225;53;1640000;4;70;Gulpin;50;316;43;53;40;poison;;103;3;0
['Liquid Ooze', 'Sticky Hold', 'Gluttony'];5;1;1;1;5;5;1;1;1;5;2;1;1;5;2;1;1;1;73;5120;70;467;75;83;1640000;17;100;Swalot;50;317;73;83;55;poison;;800;3;0
['Rough Skin', 'Speed Boost'];2;5;1;2;2;2;5;1;5;2;1;5;1;1;0;1;5;5;90;5120;35;305;225;20;1250000;8;45;Carvanha;50;318;65;20;65;water;dark;208;3;0
['Rough Skin', 'Speed Boost'];2;5;1;2;2;2;5;1;5;2;1;5;1;1;0;1;5;5;140;5120;35;560;60;70;1250000;18;70;Sharpedo;50;319;110;65;105;water;dark;888;3;0
['Water Veil', 'Oblivious', 'Pressure'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;70;10240;70;400;125;35;1640000;20;130;Wailmer;50;320;70;35;60;water;;1300;3;0
['Water Veil', 'Oblivious', 'Pressure'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;90;10240;70;500;60;45;1640000;145;170;Wailord;50;321;90;45;60;water;;3980;3;0
['Oblivious', 'Simple', 'Own Tempo'];5;1;1;0;5;1;5;1;1;1;2;1;1;5;1;1;5;4;60;5120;70;305;255;40;1000000;7;60;Numel;50;322;65;45;35;fire;ground;240;3;0
['Magma Armor', 'Solid Rock', 'Anger Point'];5;1;1;0;5;1;5;1;1;1;2;1;1;5;1;1;5;4;120;5120;70;560;150;100;1000000;19;70;Camerupt;50;323;145;105;20;fire;ground;2200;3;0
['White Smoke', 'Drought', 'Shell Armor'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;85;5120;70;470;90;140;1000000;5;70;Torkoal;50;324;85;70;20;fire;;804;3;0
['Thick Fat', 'Own Tempo', 'Gluttony'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;25;5120;70;330;255;35;800000;7;60;Spoink;50;325;70;80;60;psychic;;306;3;0
['Thick Fat', 'Own Tempo', 'Gluttony'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;45;5120;70;470;60;65;800000;9;80;Grumpig;50;326;90;110;80;psychic;;715;3;0
['Own Tempo', 'Tangled Feet', 'Contrary'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;360;255;60;800000;11;60;Spinda;50;327;60;60;60;normal;;50;3;0
['Hyper Cutter', 'Arena Trap', 'Sheer Force'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;100;5120;70;290;255;45;1059860;7;45;Trapinch;50;328;45;45;10;ground;;150;3;0
['Levitate'];1;1;2;0;2;1;5;1;1;1;1;4;1;5;1;5;1;1;70;5120;70;340;120;50;1059860;11;50;Vibrava;50;329;50;50;70;ground;dragon;153;3;0
['Levitate'];1;1;2;0;2;1;5;1;1;1;1;4;1;5;1;5;1;1;100;5120;70;520;45;80;1059860;20;80;Flygon;50;330;80;80;100;ground;dragon;820;3;0
['Sand Veil', 'Water Absorb'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;85;5120;35;335;190;40;1059860;4;50;Cacnea;50;331;85;40;35;grass;;513;3;0
['Sand Veil', 'Water Absorb'];4;5;1;5;2;2;2;2;5;5;5;2;1;2;0;1;1;5;115;5120;35;475;60;60;1059860;13;70;Cacturne;50;332;115;60;55;grass;dark;774;3;0
['Natural Cure', 'Cloud Nine'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;40;5120;70;310;255;60;600000;4;45;Swablu;50;333;40;75;50;normal;flying;12;3;0
['Natural Cure', 'Cloud Nine'];5;1;2;1;2;5;5;1;1;25;0;4;1;1;1;2;1;5;110;5120;70;590;45;110;600000;11;75;Altaria;50;334;110;105;80;dragon;flying;206;3;0
['Immunity', 'Toxic Boost'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;115;5120;70;458;90;60;600000;13;73;Zangoose;50;335;60;60;90;normal;;403;3;0
['Shed Skin', 'Infiltrator'];5;1;1;1;5;5;1;1;1;5;2;1;1;5;2;1;1;1;100;5120;70;458;90;60;1640000;27;73;Seviper;50;336;100;60;65;poison;;525;3;0
['Levitate'];2;2;1;1;1;1;5;5;2;2;2;1;5;5;5;1;2;2;55;6400;70;460;45;65;800000;10;90;Lunatone;;337;95;85;70;rock;psychic;1680;3;0
['Levitate'];2;2;1;1;1;1;5;5;2;2;2;1;5;5;5;1;2;2;95;6400;70;460;45;85;800000;12;90;Solrock;;338;55;65;70;rock;psychic;1540;3;0
['Oblivious', 'Anticipation', 'Hydration'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;48;5120;70;288;190;43;1000000;4;50;Barboach;50;339;46;41;60;water;ground;19;3;0
['Oblivious', 'Anticipation', 'Hydration'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;78;5120;70;468;75;73;1000000;9;110;Whiscash;50;340;76;71;60;water;ground;236;3;0
['Hyper Cutter', 'Shell Armor', 'Adaptability'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;80;3840;70;308;205;65;1640000;6;43;Corphish;50;341;50;35;35;water;;115;3;0
['Hyper Cutter', 'Shell Armor', 'Adaptability'];2;5;1;2;2;2;5;1;5;2;1;5;1;1;0;1;5;5;120;3840;70;468;155;85;1640000;11;63;Crawdaunt;50;342;90;55;55;water;dark;328;3;0
['Levitate'];2;2;1;0;1;5;1;1;2;2;1;2;1;5;5;5;1;2;40;5120;70;300;255;55;1000000;5;40;Baltoy;;343;40;70;55;ground;psychic;215;3;0
['Levitate'];2;2;1;0;1;5;1;1;2;2;1;2;1;5;5;5;1;2;70;5120;70;500;90;105;1000000;15;60;Claydol;;344;70;120;75;ground;psychic;1080;3;0
['Suction Cups', 'Storm Drain'];2;1;1;5;1;2;1;1;1;1;1;2;5;1;1;1;2;1;41;7680;70;355;45;77;600000;10;66;Lileep;881;345;61;87;23;rock;grass;238;3;0
['Suction Cups', 'Storm Drain'];2;1;1;5;1;2;1;1;1;1;1;2;5;1;1;1;2;1;81;7680;70;495;45;97;600000;15;86;Cradily;881;346;81;107;43;rock;grass;604;3;0
['Battle Armor', 'Swift Swim'];1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;2;2;2;95;7680;70;355;45;50;600000;7;45;Anorith;881;347;40;50;75;rock;bug;125;3;0
['Battle Armor', 'Swift Swim'];1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;2;2;2;125;7680;70;495;45;100;600000;15;75;Armaldo;881;348;70;80;45;rock;bug;682;3;0
['Swift Swim', 'Oblivious', 'Adaptability'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;15;5120;70;200;255;20;600000;6;20;Feebas;50;349;10;55;80;water;;74;3;0
['Marvel Scale', 'Competitive', 'Cute Charm'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;60;5120;70;540;60;79;600000;62;95;Milotic;50;350;100;125;81;water;;1620;3;0
['Forecast'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;6400;70;420;45;70;1000000;3;70;Castform;50;351;70;70;70;normal;;8;3;0
['Color Change', 'Protean'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;90;5120;70;440;200;70;1059860;10;60;Kecleon;50;352;60;120;40;normal;;220;3;0
['Insomnia', 'Frisk', 'Cursed Body'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;75;6400;35;295;225;35;800000;6;44;Shuppet;50;353;63;33;45;ghost;;23;3;0
['Insomnia', 'Frisk', 'Cursed Body'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;165;6400;35;555;45;75;800000;11;64;Banette;50;354;93;83;75;ghost;;125;3;0
['Levitate', 'Frisk'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;40;6400;35;295;190;90;800000;8;20;Duskull;50;355;30;90;25;ghost;;150;3;0
['Pressure', 'Frisk'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;70;6400;35;455;90;130;800000;16;40;Dusclops;50;356;60;130;25;ghost;;306;3;0
['Chlorophyll', 'Solar Power', 'Harvest'];1;1;1;1;1;5;2;2;1;25;0;4;1;2;1;2;1;5;68;6400;70;460;200;83;1250000;20;99;Tropius;50;357;72;87;51;grass;flying;1000;3;0
['Levitate'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;50;6400;70;455;45;80;800000;6;75;Chimecho;50;358;95;90;65;psychic;;10;3;0
['Pressure', 'Super Luck', 'Justified'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;150;6400;35;565;30;60;1059860;12;65;Absol;50;359;115;60;115;dark;;470;3;0
['Shadow Tag', 'Telepathy'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;23;5120;70;260;125;48;1000000;6;95;Wynaut;50;360;23;48;23;psychic;;140;3;0
['Inner Focus', 'Ice Body', 'Moody'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;50;5120;70;300;190;50;1000000;7;50;Snorunt;50;361;50;50;50;ice;;168;3;0
['Inner Focus', 'Ice Body', 'Moody'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;120;5120;70;580;75;80;1000000;15;80;Glalie;50;362;120;80;100;ice;;2565;3;0
['Thick Fat', 'Ice Body', 'Oblivious'];1;1;1;2;1;2;1;1;1;2;1;25;1;1;1;2;1;5;40;5120;70;290;255;50;1059860;8;70;Spheal;50;363;55;50;25;ice;water;395;3;0
['Thick Fat', 'Ice Body', 'Oblivious'];1;1;1;2;1;2;1;1;1;2;1;25;1;1;1;2;1;5;60;5120;70;410;120;70;1059860;11;90;Sealeo;50;364;75;70;45;ice;water;876;3;0
['Thick Fat', 'Ice Body', 'Oblivious'];1;1;1;2;1;2;1;1;1;2;1;25;1;1;1;2;1;5;80;5120;70;530;45;90;1059860;14;110;Walrein;50;365;95;90;65;ice;water;1506;3;0
['Shell Armor', 'Rattled'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;64;5120;70;345;255;85;600000;4;35;Clamperl;50;366;74;55;32;water;;525;3;0
['Swift Swim', 'Water Veil'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;104;5120;70;485;60;105;600000;17;55;Huntail;50;367;94;75;52;water;;270;3;0
['Swift Swim', 'Hydration'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;84;5120;70;485;60;105;600000;18;55;Gorebyss;50;368;114;75;52;water;;226;3;0
['Swift Swim', 'Rock Head', 'Sturdy'];1;1;1;2;1;2;25;5;1;4;2;5;5;5;1;1;1;1;90;10240;70;485;25;130;1250000;10;100;Relicanth;881;369;45;65;55;water;rock;234;3;0
['Swift Swim', 'Hydration'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;30;5120;70;330;225;55;800000;6;43;Luvdisc;246;370;40;65;97;water;;87;3;0
['Rock Head', 'Sheer Force'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;75;10240;35;300;45;60;1250000;6;45;Bagon;50;371;40;30;50;dragon;;421;3;0
['Rock Head', 'Overcoat'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;95;10240;35;420;45;100;1250000;11;65;Shelgon;50;372;60;50;50;dragon;;1105;3;0
['Intimidate', 'Moxie'];5;1;2;1;2;5;5;1;1;25;0;4;1;1;1;2;1;5;145;10240;35;700;45;130;1250000;15;95;Salamence;50;373;120;90;120;dragon;flying;1026;3;0
['Clear Body', 'Light Metal'];1;2;5;1;5;1;2;5;2;5;2;5;5;0;25;5;5;1;55;10240;35;300;3;80;1250000;6;40;Beldum;;374;35;60;30;steel;psychic;952;3;0
['Clear Body', 'Light Metal'];1;2;5;1;5;1;2;5;2;5;2;5;5;0;25;5;5;1;75;10240;35;420;3;100;1250000;12;60;Metang;;375;55;80;50;steel;psychic;2025;3;0
['Clear Body', 'Light Metal'];1;2;5;1;5;1;2;5;2;5;2;5;5;0;25;5;5;1;145;10240;35;700;3;150;1250000;16;80;Metagross;;376;105;110;110;steel;psychic;5500;3;0
['Clear Body', 'Sturdy'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;100;20480;35;580;3;200;1250000;17;80;Regirock;;377;50;100;50;rock;;2300;3;1
['Clear Body', 'Ice Body'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;50;20480;35;580;3;100;1250000;18;80;Regice;;378;100;200;50;ice;;1750;3;1
['Clear Body', 'Light Metal'];5;1;5;1;5;2;2;5;1;5;2;5;5;0;5;5;5;1;75;20480;35;580;3;150;1250000;19;80;Registeel;;379;75;150;50;steel;;2050;3;1
['Levitate'];2;2;2;5;2;5;5;1;2;5;1;2;1;1;5;1;1;5;100;30720;90;700;3;120;1250000;14;80;Latias;0;380;140;150;110;dragon;psychic;400;3;1
['Levitate'];2;2;2;5;2;5;5;1;2;5;1;2;1;1;5;1;1;5;130;30720;90;700;3;100;1250000;20;80;Latios;100;381;160;120;110;dragon;psychic;600;3;1
['Drizzle'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;150;30720;0;770;3;90;1250000;45;100;Kyogre;;382;180;160;90;water;;3520;3;1
['Drought'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;180;30720;0;770;3;160;1250000;35;100;Groudon;;383;150;90;90;ground;;9500;3;1
['Air Lock'];5;1;2;1;2;5;5;1;1;25;0;4;1;1;1;2;1;5;180;30720;0;780;45;100;1250000;70;105;Rayquaza;;384;180;100;115;dragon;flying;2065;3;1
['Serene Grace'];1;2;5;1;5;1;2;5;2;5;2;5;5;0;25;5;5;1;100;30720;100;600;3;100;1250000;3;100;Jirachi;;385;100;100;100;steel;psychic;11;3;1
['Pressure'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;95;30720;0;600;3;90;1250000;17;50;Deoxys;;386;95;90;180;psychic;;608;3;1
['Overgrow', 'Shell Armor'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;68;5120;70;318;45;64;1059860;4;55;Turtwig;881;387;45;55;31;grass;;102;4;0
['Overgrow', 'Shell Armor'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;89;5120;70;405;45;85;1059860;11;75;Grotle;881;388;55;65;36;grass;;970;4;0
['Overgrow', 'Shell Armor'];2;1;1;0;1;1;2;2;1;1;5;4;1;1;1;5;1;1;109;5120;70;525;45;105;1059860;22;95;Torterra;881;389;75;85;56;grass;ground;3100;4;0
['Blaze', 'Iron Fist'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;58;5120;70;309;45;44;1059860;5;44;Chimchar;881;390;58;44;61;fire;;62;4;0
['Blaze', 'Iron Fist'];25;5;1;1;1;1;5;2;1;5;2;5;1;1;2;1;5;2;78;5120;70;405;45;52;1059860;9;64;Monferno;881;391;78;52;81;fire;fighting;220;4;0
['Blaze', 'Iron Fist'];25;5;1;1;1;1;5;2;1;5;2;5;1;1;2;1;5;2;104;5120;70;534;45;71;1059860;12;76;Infernape;881;392;104;71;108;fire;fighting;550;4;0
