id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
491;darkrai;Pitch-Black Pokémon;mythical;generation-iv;;;;final;15;505;nothing;dark;none;70;90;90;135;90;125;bad-dreams;It can lull people to sleep and make them dream. It is active during nights of the new moon.
492;shaymin;Gratitude Pokémon;mythical;generation-iv;;land-forme;;final;2;21;nothing;grass;none;100;100;100;100;100;100;natural-cure;It lives in flower patches and avoids detection by curling up to look like a flowering plant. It lives in common flower patches but is rarely noticed. It is often mistaken for a flowering plant when curled up. It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers. When the turning of seasons brings the cruel winter to its end and the joyous people give thanks to the heavens, Shaymin appears and covers the withered land with flowers.
492;shaymin;Gratitude Pokémon;mythical;generation-iv;;sky-forme;;final;4;52;nothing;grass;flying;100;103;75;120;75;127;serene-grace;Upon taking in the scent of a particular rare flower, Shaymin is enveloped in light, and its tiny body transforms. I took a whiff of the flower myself, but alas, my body remained unchanged. It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.
493;arceus;Alpha Pokémon;mythical;generation-iv;;;;final;32;3200;nothing;normal;none;120;120;120;120;120;120;multitype;It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.
494;victini;Victory Pokémon;mythical;generation-v;;;;final;4;40;nothing;psychic;fire;100;100;100;100;100;100;victory-star;This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.
495;snivy;Grass Snake Pokémon;ordinary;generation-v;;;;one;6;81;nothing;grass;none;45;45;55;45;55;63;overgrow contrary;It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496;servine;Grass Snake Pokémon;ordinary;generation-v;;;;two;8;160;snivy;grass;none;60;60;75;60;75;83;overgrow contrary;It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.
497;serperior;Regal Pokémon;ordinary;generation-v;;;;final;33;630;servine;grass;none;75;75;95;75;95;113;overgrow contrary;It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498;tepig;Fire Pig Pokémon;ordinary;generation-v;;;;one;5;99;nothing;fire;none;65;63;45;45;45;45;blaze thick-fat;It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499;pignite;Fire Pig Pokémon;ordinary;generation-v;;;;two;10;555;tepig;fire;fighting;90;93;55;70;55;55;blaze thick-fat;When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.
500;emboar;Mega Fire Pig Pokémon;ordinary;generation-v;;;;final;16;1500;pignite;fire;fighting;110;123;65;100;65;65;blaze reckless;It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501;oshawott;Sea Otter Pokémon;ordinary;generation-v;;;;one;5;59;nothing;water;none;55;55;45;63;45;45;torrent shell-armor;It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.
502;dewott;Discipline Pokémon;ordinary;generation-v;;;;two;8;245;oshawott;water;none;75;75;60;83;60;60;torrent shell-armor;Strict training is how it learns its flowing double-scalchop technique.
503;samurott;Formidable Pokémon;ordinary;generation-viii;hisuian ;;;final;15;946;dewott;water;dark;90;108;80;100;65;85;torrent shell-armor;Hard of heart and deft of blade, this rare form of Samurott is a product of the Pokémon’s evolution in the region of Hisui. Its turbulent blows crash into foes like ceaseless pounding waves.
503;samurott;Formidable Pokémon;ordinary;generation-v;;;;final;15;946;dewott;water;none;95;100;85;108;70;70;torrent shell-armor;One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504;patrat;Scout Pokémon;ordinary;generation-v;;;;one;5;116;nothing;normal;none;45;55;39;35;39;42;run-away keen-eye analytic;Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.
505;watchog;Lookout Pokémon;ordinary;generation-v;;;;final;11;270;patrat;normal;none;60;85;69;60;69;77;illuminate keen-eye analytic;When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.
506;lillipup;Puppy Pokémon;ordinary;generation-v;;;;one;4;41;nothing;normal;none;45;60;45;25;45;55;vital-spirit pickup run-away;It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.
507;herdier;Loyal Dog Pokémon;ordinary;generation-v;;;;two;9;147;lillipup;normal;none;65;80;65;35;65;60;intimidate sand-rush scrappy;It has black, cape-like fur that is very hard and decreases the amount of damage it receives.
508;stoutland;Big-Hearted Pokémon;ordinary;generation-v;;;;final;12;610;herdier;normal;none;85;110;90;45;90;80;intimidate sand-rush scrappy;It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509;purrloin;Devious Pokémon;ordinary;generation-v;;;;one;4;101;nothing;dark;none;41;50;37;50;37;66;limber unburden prankster;They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.
510;liepard;Cruel Pokémon;ordinary;generation-v;;;;two;11;375;purrloin;dark;none;64;88;50;88;50;106;limber unburden prankster;These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511;pansage;Grass Monkey Pokémon;ordinary;generation-v;;;;one;6;105;nothing;grass;none;50;53;48;53;48;64;gluttony overgrow;This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512;simisage;Thorn Monkey Pokémon;ordinary;generation-v;;;;final;11;305;pansage;grass;none;75;98;63;98;63;101;gluttony overgrow;Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.
513;pansear;High Temp Pokémon;ordinary;generation-v;;;;one;6;110;nothing;fire;none;50;53;48;53;48;64;gluttony blaze;When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.
514;simisear;Ember Pokémon;ordinary;generation-v;;;;final;10;280;pansear;fire;none;75;98;63;98;63;101;gluttony blaze;It loves sweets because they become energy for the fire burning inside its body.
515;panpour;Spray Pokémon;ordinary;generation-v;;;;one;6;135;nothing;water;none;50;53;48;53;48;64;gluttony torrent;The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516;simipour;Geyser Pokémon;ordinary;generation-v;;;;final;10;290;panpour;water;none;75;98;63;98;63;101;gluttony torrent;The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.
517;munna;Dream Eater Pokémon;ordinary;generation-v;;;;one;6;233;nothing;psychic;none;76;25;45;67;55;24;forewarn synchronize telepathy;Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518;musharna;Drowsing Pokémon;ordinary;generation-v;;;;final;11;605;munna;psychic;none;116;55;85;107;95;29;forewarn synchronize telepathy;The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519;pidove;Tiny Pigeon Pokémon;ordinary;generation-v;;;;one;3;21;nothing;normal;flying;50;55;50;36;30;43;big-pecks super-luck rivalry;Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.
520;tranquill;Wild Pigeon Pokémon;ordinary;generation-v;;;;two;6;150;pidove;normal;flying;62;77;62;50;42;65;big-pecks super-luck rivalry;It can return to its Trainer’s location regardless of the distance separating them.
521;unfezant;Proud Pokémon;ordinary;generation-v;;;;final;12;290;tranquill;normal;flying;80;115;80;65;55;93;big-pecks super-luck rivalry;Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.
522;blitzle;Electrified Pokémon;ordinary;generation-v;;;;one;8;298;nothing;electric;none;45;60;32;50;32;76;lightning-rod motor-drive sap-sipper;When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.
523;zebstrika;Thunderbolt Pokémon;ordinary;generation-v;;;;final;16;795;blitzle;electric;none;75;100;63;80;63;116;lightning-rod motor-drive sap-sipper;They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.
524;roggenrola;Mantle Pokémon;ordinary;generation-v;;;;one;4;180;nothing;rock;none;55;75;85;25;25;15;sturdy weak-armor sand-force;Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.
525;boldore;Ore Pokémon;ordinary;generation-v;;;;two;9;1020;roggenrola;rock;none;70;105;105;50;40;20;sturdy weak-armor sand-force;When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.
526;gigalith;Compressed Pokémon;ordinary;generation-v;;;;final;17;2600;boldore;rock;none;85;135;130;60;80;25;sturdy sand-stream sand-force;Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527;woobat;Bat Pokémon;ordinary;generation-v;;;;one;4;21;nothing;psychic;flying;65;45;43;55;43;72;unaware klutz simple;Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
528;swoobat;Courting Pokémon;ordinary;generation-v;;;;final;9;105;woobat;psychic;flying;67;57;55;77;55;114;unaware klutz simple;It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.
529;drilbur;Mole Pokémon;ordinary;generation-v;;;;one;3;85;nothing;ground;none;60;85;40;30;45;68;sand-rush sand-force mold-breaker;It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530;excadrill;Subterrene Pokémon;ordinary;generation-v;;;;final;7;404;drilbur;ground;steel;110;135;60;50;65;88;sand-rush sand-force mold-breaker;It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531;audino;Hearing Pokémon;ordinary;generation-v;;;;final;11;310;nothing;normal;none;103;60;86;60;86;50;healer regenerator klutz;It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.
531;audino;Hearing Pokémon;mega-evolution;generation-vi;;;;final;11;310;audino;normal;none;103;60;86;60;86;50;healer regenerator klutz;This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.
532;timburr;Muscular Pokémon;ordinary;generation-v;;;;one;6;125;nothing;fighting;none;75;80;55;25;35;35;guts sheer-force iron-fist;It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533;gurdurr;Muscular Pokémon;ordinary;generation-v;;;;two;12;400;timburr;fighting;none;85;105;85;40;50;40;guts sheer-force iron-fist;This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534;conkeldurr;Muscular Pokémon;ordinary;generation-v;;;;final;14;870;gurdurr;fighting;none;105;140;95;55;65;45;guts sheer-force iron-fist;It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.
535;tympole;Tadpole Pokémon;ordinary;generation-v;;;;one;5;45;nothing;water;none;50;50;40;50;40;64;swift-swim hydration water-absorb;They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536;palpitoad;Vibration Pokémon;ordinary;generation-v;;;;two;8;170;tympole;water;ground;75;65;55;65;55;69;swift-swim hydration water-absorb;When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.
537;seismitoad;Vibration Pokémon;ordinary;generation-v;;;;final;15;620;palpitoad;water;ground;105;95;75;85;75;74;swift-swim poison-touch water-absorb;They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538;throh;Judo Pokémon;ordinary;generation-v;;;;final;13;555;nothing;fighting;none;120;100;85;30;85;45;guts inner-focus mold-breaker;When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.
539;sawk;Karate Pokémon;ordinary;generation-v;;;;final;14;510;nothing;fighting;none;75;125;75;30;75;85;sturdy inner-focus mold-breaker;The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540;sewaddle;Sewing Pokémon;ordinary;generation-v;;;;one;3;25;nothing;bug;grass;45;53;70;40;60;42;swarm chlorophyll overcoat;Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541;swadloon;Leaf-Wrapped Pokémon;ordinary;generation-v;;;;two;5;73;sewaddle;bug;grass;55;63;90;50;80;42;leaf-guard chlorophyll overcoat;Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542;leavanny;Nurturing Pokémon;ordinary;generation-v;;;;final;12;205;swadloon;bug;grass;75;103;80;70;80;92;swarm chlorophyll overcoat;Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.
543;venipede;Centipede Pokémon;ordinary;generation-v;;;;one;4;53;nothing;bug;poison;30;45;59;30;39;57;poison-point swarm speed-boost;Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.
544;whirlipede;Curlipede Pokémon;ordinary;generation-v;;;;two;12;585;venipede;bug;poison;40;55;99;40;79;47;poison-point swarm speed-boost;Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.
545;scolipede;Megapede Pokémon;ordinary;generation-v;;;;final;25;2005;whirlipede;bug;poison;60;100;89;55;69;112;poison-point swarm speed-boost;With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.
546;cottonee;Cotton Puff Pokémon;ordinary;generation-v;;;;one;3;6;nothing;grass;fairy;40;27;60;37;50;66;prankster infiltrator chlorophyll;When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.
547;whimsicott;Windveiled Pokémon;ordinary;generation-v;;;;final;7;66;cottonee;grass;fairy;60;67;85;77;75;116;prankster infiltrator chlorophyll;Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.
548;petilil;Bulb Pokémon;ordinary;generation-v;;;;one;5;66;nothing;grass;none;45;35;50;70;50;30;chlorophyll own-tempo leaf-guard;The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549;lilligant;Flowering Pokémon;ordinary;generation-viii;hisuian;;;final;12;192;petilil;grass;fighting;70;60;75;110;75;90;chlorophyll hustle leaf-guard;Essential oils made from Lilligant flowers have a sublime scent, but they're also staggeringly expensive. I suspect that its well-developed legs are the result of a life spent on mountains covered in deep snow. The scent it exudes from its flower crown heartens those in proximity. Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities.
549;lilligant;Flowering Pokémon;ordinary;generation-v;;;;final;11;163;petilil;grass;none;70;60;75;110;75;90;chlorophyll own-tempo leaf-guard;Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities. It's believed that even first-rate gardeners have a hard time getting the flower on a Lilligant's head to bloom.
550;basculin;Hostile Pokémon;ordinary;generation-v;;blue-striped-form;;final;10;180;nothing;water;none;70;92;65;80;55;98;rock-head adaptability mold-breaker;Blue-striped Basculin used to be a common food source. They apparently have an inoffensive, light flavor. Known for their violence, these Pokémon have the most fights with schools of red- striped Basculin.
550;basculin;Hostile Pokémon;ordinary;generation-v;;red-striped-form;;final;10;180;nothing;water;none;70;92;65;80;55;98;reckless adaptability mold-breaker;Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile. Anglers love the fight this Pokémon puts up on the hook. And there are always more to catch— many people release them into lakes illicitly. In the past, it often appeared on the dinner table. The meat of red-striped Basculin is on the fatty side, and it's more popular with the youth.
550;basculin;Hostile Pokémon;ordinary;generation-viii;hisuian;white-striped-form;;one;10;180;nothing;water;none;70;92;65;80;55;98;rattled adaptability mold-breaker;They live in frigid seas, forming schools and sharing food among themselves. When the time comes, they return to the river they were born in. Its ecology is starkly different from that of other Basculin, so theories that it's a totally different species have gained traction in recent years.
551;sandile;Desert Croc Pokémon;ordinary;generation-v;;;;one;7;152;nothing;ground;dark;50;72;35;35;35;65;intimidate moxie anger-point;They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552;krokorok;Desert Croc Pokémon;ordinary;generation-v;;;;two;10;334;sandile;ground;dark;60;82;45;45;45;74;intimidate moxie anger-point;They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553;krookodile;Intimidation Pokémon;ordinary;generation-v;;;;final;15;963;krokorok;ground;dark;95;117;80;65;70;92;intimidate moxie anger-point;They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.
554;darumaka;Zen Charm Pokémon;ordinary;generation-v;galarian;;;one;7;40;nothing;ice;none;70;90;45;15;45;50;hustle inner-focus;It lived in snowy areas for so long that its fire sac cooled off and atrophied. It now has an organ that generates cold instead. The colder they get, the more energetic they are. They freeze their breath to make snowballs, using them as ammo for playful snowball fights.
554;darumaka;Zen Charm Pokémon;ordinary;generation-v;;;;one;6;375;nothing;fire;none;70;90;45;15;45;50;hustle inner-focus;When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.
555;darmanitan;Zen Charm Pokémon;ordinary;generation-v;galarian;zen-mode;;final;17;1200;darumaka;ice;none;105;160;55;30;55;135;zen-mode;Anger has reignited its atrophied flame sac. This Pokémon spews fire everywhere as it rampages indiscriminately. Darmanitan takes this form when enraged. It won't stop spewing flames until its rage has settled, even if its body starts to melt.
555;darmanitan;Blazing Pokémon;ordinary;generation-v;;;;final;13;929;darumaka;fire;none;105;140;55;30;55;95;sheer-force zen-mode;Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch. The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck. This Pokémon's power level rises along with the temperature of its fire, which can reach 2,500 degrees Fahrenheit.
555;darmanitan;Zen Charm Pokémon;ordinary;generation-v;galarian;;;final;17;1200;darumaka;ice;none;105;140;55;30;55;95;gorilla-tactics zen-mode;On days when blizzards blow through, it comes down to where people live. It stashes food in the snowball on its head, taking it home for later. Though it has a gentle disposition, it's also very strong. It will quickly freeze the snowball on its head before going for a headbutt.
555;darmanitan;Blazing Pokémon;ordinary;generation-v;;zen-mode;;final;13;929;darumaka;fire;none;105;30;105;140;105;55;zen-mode;Through meditation, it calms its raging spirit and hones its psychic powers. When wounded, it stops moving. It goes as still as stone to meditate, sharpening its mind and spirit.
556;maractus;Cactus Pokémon;ordinary;generation-v;;;;final;10;280;nothing;grass;none;75;86;67;106;67;60;water-absorb chlorophyll storm-drain;It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557;dwebble;Rock Inn Pokémon;ordinary;generation-v;;;;one;3;145;nothing;bug;rock;50;65;85;35;35;55;sturdy shell-armor weak-armor;This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
558;crustle;Stone Home Pokémon;ordinary;generation-v;;;;final;14;2000;dwebble;bug;rock;70;105;125;65;75;45;sturdy shell-armor weak-armor;Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.
559;scraggy;Shedding Pokémon;ordinary;generation-v;;;;one;6;118;nothing;dark;fighting;50;75;70;35;70;48;shed-skin moxie intimidate;Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.
560;scrafty;Hoodlum Pokémon;ordinary;generation-v;;;;two;11;300;scraggy;dark;fighting;65;90;115;45;115;58;shed-skin moxie intimidate;Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
561;sigilyph;Avianoid Pokémon;ordinary;generation-v;;;;final;14;140;nothing;psychic;flying;72;58;80;103;80;97;wonder-skin magic-guard tinted-lens;They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.
562;yamask;Spirit Pokémon;ordinary;generation-viii;galarian;;;one;5;15;nothing;ground;ghost;38;55;85;30;65;30;wandering-spirit;A clay slab with cursed engravings took possession of a Yamask. The slab is said to be absorbing the Yamask's dark power.It's said that this Pokémon was formed when an ancient clay tablet was drawn to a vengeful spirit.
562;yamask;Spirit Pokémon;ordinary;generation-v;;;;one;5;15;nothing;ghost;none;38;30;85;55;65;30;mummy;Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry. It wanders through ruins by night, carrying a mask that's said to have been the face it had when it was still human. The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.
563;cofagrigus;Coffin Pokémon;ordinary;generation-v;;;;final;17;765;yamask;ghost;none;58;50;145;95;105;30;mummy;It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564;tirtouga;Prototurtle Pokémon;ordinary;generation-v;;;;one;7;165;nothing;water;rock;54;78;103;53;45;22;solid-rock sturdy swift-swim;Restored from a fossil, this Pokémon can dive to depths beyond half a mile.
565;carracosta;Prototurtle Pokémon;ordinary;generation-v;;;;final;12;810;tirtouga;water;rock;74;108;133;83;65;32;solid-rock sturdy swift-swim;They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
566;archen;First Bird Pokémon;ordinary;generation-v;;;;one;5;95;nothing;rock;flying;55;112;45;74;45;70;defeatist;Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.
567;archeops;First Bird Pokémon;ordinary;generation-v;;;;final;14;320;archen;rock;flying;75;140;65;112;65;110;defeatist;They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.
568;trubbish;Trash Bag Pokémon;ordinary;generation-v;;;;one;6;310;nothing;poison;none;50;50;62;40;62;65;stench sticky-hold aftermath;Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569;garbodor;Trash Heap Pokémon;ordinary;generation-v;;;;final;19;1073;trubbish;poison;none;80;95;82;60;82;75;stench weak-armor aftermath;It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
569;garbodor;Trash Heap Pokémon;ordinary;generation-viii;;;TRUE;final;19;100000;trubbish;poison;none;80;95;82;60;82;75;stench weak-armor aftermath;It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570;zorua;Tricky Fox Pokémon;ordinary;generation-v;;;;one;7;125;nothing;dark;none;40;65;40;80;40;65;illusion;It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child. Zorua is a timid Pokémon. This disposition seems to be what led to the development of Zorua's ability to take on the forms of other creatures.
570;zorua;Spiteful Pokémon;ordinary;generation-viii;hisuian;;;one;7;125;nothing;normal;dark;40;65;40;80;40;65;illusion;Zorua sometimes transforms into a person and goes into cities to search for food. When Zorua does this, it usually takes on the form of a child. A once-departed soul, returned to life in Hisui. Derives power from resentment, which rises as energy atop its head and takes on the forms of foes. In this way, Zorua vents lingering malice.
571;zoroark;Illusion Fox Pokémon;ordinary;generation-v;;;;final;16;811;zorua;dark;none;60;105;60;120;60;105;illusion;Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
571;zoroark;Baneful Pokémon;ordinary;generation-viii;hisuian;;;final;16;730;zorua;normal;dark;60;105;60;120;60;105;illusion;With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark’s own body. Seeking to ease the burden of their solitude, lonely Trainers tell Zoroark to show illusions to them. This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe.
572;minccino;Chinchilla Pokémon;ordinary;generation-v;;;;one;4;58;nothing;normal;none;55;50;40;40;40;75;cute-charm technician skill-link;They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.
573;cinccino;Scarf Pokémon;ordinary;generation-v;;;;final;5;75;minccino;normal;none;75;95;60;65;60;115;cute-charm technician skill-link;Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574;gothita;Fixation Pokémon;ordinary;generation-v;;;;one;4;58;nothing;psychic;none;45;30;50;55;65;45;frisk competitive shadow-tag;Their ribbonlike feelers increase their psychic power. They are always staring at something.
575;gothorita;Manipulate Pokémon;ordinary;generation-v;;;;two;7;180;gothita;psychic;none;60;45;70;75;85;55;frisk competitive shadow-tag;They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576;gothitelle;Astral Body Pokémon;ordinary;generation-v;;;;final;15;440;gothorita;psychic;none;70;55;95;95;110;65;frisk competitive shadow-tag;Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577;solosis;Cell Pokémon;ordinary;generation-v;;;;one;3;10;nothing;psychic;none;45;30;40;105;50;20;overcoat magic-guard regenerator;They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578;duosion;Mitosis Pokémon;ordinary;generation-v;;;;two;6;80;solosis;psychic;none;65;40;50;125;60;30;overcoat magic-guard regenerator;Since they have two divided brains, at times they suddenly try to take two different actions at once.
579;reuniclus;Multiplying Pokémon;ordinary;generation-v;;;;final;10;201;duosion;psychic;none;110;65;75;125;85;30;overcoat magic-guard regenerator;When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.
580;ducklett;Water Bird Pokémon;ordinary;generation-v;;;;one;5;55;nothing;water;flying;62;44;50;44;50;55;keen-eye big-pecks hydration;These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581;swanna;White Bird Pokémon;ordinary;generation-v;;;;final;13;242;ducklett;water;flying;75;87;63;87;63;98;keen-eye big-pecks hydration;Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582;vanillite;Fresh Snow Pokémon;ordinary;generation-v;;;;one;4;57;nothing;ice;none;36;50;50;65;60;44;ice-body snow-cloak weak-armor;The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583;vanillish;Icy Snow Pokémon;ordinary;generation-v;;;;two;11;410;vanillite;ice;none;51;65;65;80;75;59;ice-body snow-cloak weak-armor;Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.
584;vanilluxe;Snowstorm Pokémon;ordinary;generation-v;;;;final;13;575;vanillish;ice;none;71;95;85;110;95;79;ice-body snow-warning weak-armor;Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.
585;deerling;Season Pokémon;ordinary;generation-v;;;;one;6;195;nothing;normal;grass;60;60;50;40;50;75;chlorophyll sap-sipper serene-grace;The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.
586;sawsbuck;Season Pokémon;ordinary;generation-v;;;;final;19;925;deerling;normal;grass;80;100;70;60;70;95;chlorophyll sap-sipper serene-grace;They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587;emolga;Sky Squirrel Pokémon;ordinary;generation-v;;;;final;4;50;nothing;electric;flying;55;75;60;75;60;103;static motor-drive;The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588;karrablast;Clamping Pokémon;ordinary;generation-v;;;;one;5;59;nothing;bug;none;50;75;45;40;45;60;swarm shed-skin no-guard;These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589;escavalier;Cavalry Pokémon;ordinary;generation-v;;;;final;10;330;karrablast;bug;steel;70;135;105;60;105;20;swarm shell-armor overcoat;They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.
590;foongus;Mushroom Pokémon;ordinary;generation-v;;;;one;2;10;nothing;grass;poison;69;55;45;55;55;15;effect-spore regenerator;It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.
591;amoonguss;Mushroom Pokémon;ordinary;generation-v;;;;final;6;105;foongus;grass;poison;114;85;70;85;80;30;effect-spore regenerator;It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.
592;frillish;Floating Pokémon;ordinary;generation-v;;;;one;12;330;nothing;water;ghost;55;40;50;65;85;40;water-absorb cursed-body damp;With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.
593;jellicent;Floating Pokémon;ordinary;generation-v;;;;final;22;1350;frillish;water;ghost;100;60;70;85;105;60;water-absorb cursed-body damp;The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.
594;alomomola;Caring Pokémon;ordinary;generation-v;;;;final;12;316;nothing;water;none;165;75;80;40;45;65;healer hydration regenerator;The special membrane enveloping Alomomola has the ability to heal wounds.
595;joltik;Attaching Pokémon;ordinary;generation-v;;;;one;1;6;nothing;bug;electric;50;47;50;57;50;65;compound-eyes unnerve swarm;Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596;galvantula;EleSpider Pokémon;ordinary;generation-v;;;;final;8;143;joltik;bug;electric;70;77;60;97;60;108;compound-eyes unnerve swarm;When attacked, they create an electric barrier by spitting out many electrically charged threads.
